id_product,nombre_prestashop,nombre_erp,referencia,ean13,codigo_match,unidad_erp,unidad_mariadb_inferida,factor_conversion_precio,inventario_erp_192_168_0_231,inventario_para_mariadb,inventario_mariadb,pendiente,final_sync,precio_mariadb,precio_erp,precio_para_mariadb,otras_listas_precios_erp,servidor_sync,accion
2862,"Estropa Lunay Median 1 Und","ESTROPAJO LUNAY NATURAL MEDIANO 1U","23139","7707299320262","7707299320262","UND","UND",1.000000,31,31,55,0,31,3907.56,4650.00,4650.00,"Lista 1: 4650.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
2864,"Toalla De Manos Andu 1 Und","TOALLA MANOS SDTO 1U FERIA","22702","22702","22702","UND","UND",1.000000,0,0,0,0,0,3109.24,3700.00,3700.00,"Lista 1: 3700.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2866,"Jabón Acid Mantle 3 Und 270gr","","16918","7702123010487","16918","","",1.000000,SIN_MATCH,SIN_MATCH,8,0,SIN_MATCH,18487.39,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2868,"Jabón Carey Exfoliante de Fresa 3 Und 330gr","","23099","7702310022118","23099","","",1.000000,SIN_MATCH,SIN_MATCH,98,0,SIN_MATCH,8067.23,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2873,"Jabón Liquido Baby Dove Humectación Enriquecida 400ml","JABON DOVE 400ML BABY HUMECTACION ENRIQUECIDA","17706","7891150036369","7891150036369","FCO","FCO",1.000000,6,6,6,0,6,21764.71,25900.00,25900.00,"Lista 1: 25900.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2874,"Jabón Baby Dove Humectación Enriquecida 3 Und 225gr","JABON DOVE 75G BABY HUMECTACION ENRIQUECIDA BARRA 3U","23494","7702191662960","7702191662960","UND","UND",1.000000,35,35,35,0,35,12941.18,15400.00,15400.00,"Lista 1: 15400.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2875,"Jabón Baby Dove Humectación Sensible 3 Und 225gr","JABON DOVE 75G BABY HUMECTACION SENSIBLE BARRA 3U","13128","7702191662977","7702191662977","OFE","OFE",1.000000,42,42,42,0,42,12941.18,15400.00,15400.00,"Lista 1: 15400.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2877,"Jabón Dove Original 6 Und 90gr c/u","JABON DOVE 90G ORIGINAL BARRA 6U","14870","7891150044616","7891150044616","OFE","OFE",1.000000,5,5,5,0,5,27731.09,33000.00,33000.00,"Lista 1: 33000.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2880,"Jabón Dove Original 3 Und 90gr","JABON DOVE 90G ORIGINAL BARRA 3U","22803","7891150046481","7891150046481","UND","UND",1.000000,429,429,429,0,429,16596.64,19750.00,19750.00,"Lista 1: 19750.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2882,"Jabón Lak Sensaciones 4 Und 460gr","","23100","7702310020671","23100","","",1.000000,SIN_MATCH,SIN_MATCH,101,0,SIN_MATCH,6722.69,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2883,"Jabón Palmolive Intensa Renovación 120gr","","5666","7702010410864","5666","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,2941.18,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2893,"Gel De Baño Babaria Aceite de Oliva 600ml","GEL LIQUIDO BABARIA 600ML ACEITE OLIVA BAÑO","18849","8410412047364","8410412047364","FCO","FCO",1.000000,25,25,27,0,25,10168.07,12100.00,12100.00,"Lista 1: 12100.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
2895,"Jabón Liquido Bacterion Antibacterial 1000ml","JABON BACTERION 1LT LIQUIDO ANTIBACTERIAL","10402","7702113025064","7702113025064","UND","UND",1.000000,24,24,24,0,24,14705.88,17500.00,17500.00,"Lista 1: 17500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2896,"Jabón Líquido Bacterion Coco Vainilla Antibacterial 1000ml","JABON BACTERION 1LT LIQUIDO COCO VAINILLA","15112","7702113028713","7702113028713","UND","UND",1.000000,8,8,6,0,8,14705.88,17500.00,17500.00,"Lista 1: 17500.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
2897,"Jabón Líquido Bacterion Avena Y Miel 1000ml","JABON BACTERION 1LT LIQUIDO AVENA Y MIEL","15111","7702113033373","7702113033373","UND","UND",1.000000,1,1,1,0,1,14705.88,17500.00,17500.00,"Lista 1: 17500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2901,"Jabón Liquido Protex Avena 800ml","JABON LIQUIDO PROTEX 800ML AVENA","23244","7509546665405","7509546665405","UND","UND",1.000000,6,6,5,0,6,11722.69,13950.00,13950.00,"Lista 1: 13950.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
2909,"Protectores Diarios Nosotras Largos 15 Und","PROTECTORES NOSOTRAS 15U LARGOS SIN ALAS","14179","7702027440922","7702027440922","UND","UND",1.000000,25,25,24,0,25,3700.00,3700.00,3700.00,"Lista 1: 3700.00000000",192.168.0.231,ACTUALIZAR_STOCK
2913,"Protectores De Lactancia Nosotras 40 Und","PROTECTORES NOSOTRAS 40U LACTI RESPIRABLE 2U","15243","7702027440243","7702027440243","OFE","OFE",1.000000,4,4,4,0,4,25210.08,30000.00,30000.00,"Lista 1: 30000.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2914,"Protectores Tena Lights Extralargos 50 Unidades","PROTECTORES TENA 50U DISCRETOS EXTRA LARGOS","16229","7702027477461","7702027477461","PAQ","PAQ",1.000000,19,19,17,0,19,17300.00,17300.00,17300.00,"Lista 1: 17300.00000000",192.168.0.231,ACTUALIZAR_STOCK
2919,"Toallas Higiénicas Nosotras Buenas Noches 10 Und","","2147","7702027040252","2147","","",1.000000,SIN_MATCH,SIN_MATCH,7,0,SIN_MATCH,9900.00,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2921,"Toallas Higiénicas Nosotras Extra Protección 24 Und","NOSOTRAS 24U LARGA DURACION TELA DIA NOCHE","17029","7702027429293","7702027429293","UND","UND",1.000000,42,42,41,0,42,12650.00,12650.00,12650.00,"Lista 1: 12650.00000000",192.168.0.231,ACTUALIZAR_STOCK
2922,"Toallas Higiénicas Nosotras Extra Protección 6 Und","NOSOTRAS 6U LARGA DURACION TELA DIA NOCHE","7582","7702027429354","7702027429354","PAQ","PAQ",1.000000,21,21,22,0,21,3200.00,3200.00,3200.00,"Lista 1: 3200.00000000",192.168.0.231,ACTUALIZAR_STOCK
2934,"Galletas Ritz Queso X180gr X6 pa2quetes Individuales","RITZ GALLETA 180G QUESO 6U","19663","7622201389888","7622201389888","PAQ","PAQ",1.000000,157,157,9,0,157,10450.00,9200.00,9200.00,"Lista 1: 9200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
2936,"Gel Lubricante Intimo Dexex 50gr","","10544","7704768003794","10544","","",1.000000,SIN_MATCH,SIN_MATCH,8,0,SIN_MATCH,13445.38,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2940,"Protectores Diarios Nosotras Largo Con Alas 50 Und  + Jabón Intimo Nosotras Sensiti-V 72ml","","7195","7702026178925","7195","","",1.000000,SIN_MATCH,SIN_MATCH,86,0,SIN_MATCH,11200.00,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2947,"Toallas Higiénicas Nosotras Buenas Noches 24 Und + 15 Protectores Nosotras Largos.","","22937","7702026175757","22937","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,20900.00,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2954,"Chunky Adultos Cordero, arroz y salmón 1.500gr","CHUNKY DOG ADULTO 1.5KL CORDERO ARROZ SALMON","21066","7707205151560","7707205151560","UND","UND",1.000000,8,8,8,0,8,26952.38,28300.00,28300.00,"Lista 1: 28300.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2955,"Chunky Adultos Pollo 25000gr","CHUNKY DOG ADULTO 25KL POLLO","20849","7707205154493","7707205154493","UND","UND",1.000000,1,1,1,0,1,172476.19,181100.00,181100.00,"Lista 1: 181100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2956,"Chunky Adultos Pollo 2.000gr","CHUNKY DOG ADULTO 2KL POLLO","20818","7707205156855","7707205156855","UND","UND",1.000000,3,3,3,0,3,18000.00,18900.00,18900.00,"Lista 1: 18900.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2957,"Chunky Cachorros Cordero, Arroz y Salmón 1.500gr","CHUNKY CACHORRO 1.5KL CORDERO ARROZ SALMON","21966","7707205153168","7707205153168","UND","UND",1.000000,0,0,0,0,0,30666.67,32200.00,32200.00,"Lista 1: 32200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2958,"Chunky Delcaprichos Nuggets 160gr","CHUNKY DELICAPRICHOS 160G NUGGETS","20853","7707205153144","7707205153144","PAQ","PAQ",1.000000,7,7,7,0,7,6095.24,6400.00,6400.00,"Lista 1: 6400.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2959,"Chunky Delidog Trozos de Carne 100gr","CHUNKY DELIDOG 100G TROZOS DE RES HUMEDO","20852","7707205153434","7707205153434","UND","UND",1.000000,12,12,13,0,12,2761.90,2900.00,2900.00,"Lista 1: 2900.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
2960,"Chunky Delidog Trozos de Pavo 100gr","CHUNKY DELIDOG 100G TROZO DE PAVO HUMEDO","20854","7707205153458","7707205153458","UND","UND",1.000000,23,23,23,0,23,2761.90,2900.00,2900.00,"Lista 1: 2900.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2961,"Chunky Delidog Dent 150gr","CHUNKY DELIDOG 150G DENT","20848","7707205153502","7707205153502","PAQ","PAQ",1.000000,16,16,17,0,16,7609.52,7990.00,7990.00,"Lista 1: 7990.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
2962,"Chunky Delidog Pollo 156gr","","21068","7707205156923","21068","","",1.000000,SIN_MATCH,SIN_MATCH,7,0,SIN_MATCH,6095.24,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2964,"Chunky Delidog Mix 280gr","CHUNKY DELIDOG 280G MIX","20850","7707205153519","7707205153519","PAQ","PAQ",1.000000,14,14,15,0,14,15523.81,16300.00,16300.00,"Lista 1: 16300.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
2965,"Chunky Delidog Trozos de Pavo 250gr","CHUNKY DELIDOG 250G TROZO DE PAVO","23472","7707205153465","7707205153465","UND","UND",1.000000,16,16,16,0,16,4752.38,4990.00,4990.00,"Lista 1: 4990.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2966,"Chunky Delidog Trozos de Carne de Res 250gr","CHUNKY DELIDOG 250G TROZOS DE RES","23471","7707205153441","7707205153441","UND","UND",1.000000,16,16,16,0,16,4752.38,4990.00,4990.00,"Lista 1: 4990.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2968,"Dog Chow Adultos Todos Los Tamaños Cordero 100gr","","23291","7891000115671","23291","","",1.000000,SIN_MATCH,SIN_MATCH,21,0,SIN_MATCH,3047.62,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2972,"Dog Chow Cachorros Mediano y Grande Extralife X1kg","","22138","7702521105976","22138","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,15619.05,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2975,"Dog Chow Adultos Minis y Pequeños 1000gr","","8609","7702521106027","8609","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,26857.14,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2977,"Super Cat Adulto X1kg Carne","SUPER CAT ADULTO 1KL CARNE","20732","7707025869546","7707025869546","UND","UND",1.000000,17,17,17,0,17,9476.19,9950.00,9950.00,"Lista 1: 9950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2978,"Dogourmet Adultos Carne a la Parrilla 2000gr","DOGOURMET ADULTO 2KL CARNE PARRILLA","13383","7702084050010","7702084050010","UND","UND",1.000000,32,32,32,0,32,20380.95,21400.00,21400.00,"Lista 1: 21400.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2979,"Dogourmet Adultos Parrillada Mixta 2000gr","DOGOURMET ADULTO 2KL PARRILLA MIXTA","19088","7702084050652","7702084050652","PAQ","PAQ",1.000000,20,20,21,0,20,20190.48,21200.00,21200.00,"Lista 1: 21200.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
2981,"Pedigree Adultos Sabor a Carne 100gr","","18669","7896029018958","18669","","",1.000000,SIN_MATCH,SIN_MATCH,31,0,SIN_MATCH,3047.62,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2982,"Pedigree Adultos Razas Pequeñas Sabor a Carne 100gr","","22828","7896029022245","22828","","",1.000000,SIN_MATCH,SIN_MATCH,41,0,SIN_MATCH,3047.62,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2983,"Pedigree Adultos Sabor a Pollo 100gr","","15149","7896029019009","15149","","",1.000000,SIN_MATCH,SIN_MATCH,4,0,SIN_MATCH,3047.62,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2984,"Pedigree Adultos Razas Pequeñas Sabor a Pollo 100gr","","18668","7896029022269","18668","","",1.000000,SIN_MATCH,SIN_MATCH,34,0,SIN_MATCH,3047.62,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
2987,"Galletas Canamor 8 Und","CANAMOR GALLETA 8U","18714","7702487000445","7702487000445","UND","UND",1.000000,0,0,0,0,0,6050.42,7200.00,7200.00,"Lista 1: 7200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2988,"Rosquillas Canamor 90gr","CANAMOR ROSQUILLAS 90G","18716","7702487000483","7702487000483","UND","UND",1.000000,0,0,0,0,0,12095.24,12700.00,12700.00,"Lista 1: 12700.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2991,"Oh Mai Gat Juguetones y Exploradores 500gr","OH MAI GAT 500G JUGUETONES Y EXPLORADORES","17567","7702084057002","7702084057002","UND","UND",1.000000,23,23,23,0,23,12285.71,12900.00,12900.00,"Lista 1: 12900.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2992,"Oh Mai Gat Sedentarios y Territoriales 500gr","OH MAI GAT ADULTO 500G SEDENTARIOS Y TERRITORIALES","8163","7702084057033","7702084057033","UND","UND",1.000000,7,7,7,0,7,11380.95,11950.00,11950.00,"Lista 1: 11950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2994,"Cat Chow Adultos Carne Activos 500gr","CAT CHOW ADULTO 500G CARNE ACTIVO","2979","7702521104832","7702521104832","UND","UND",1.000000,12,12,12,0,12,12619.05,13250.00,13250.00,"Lista 1: 13250.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2997,"Cat Chow Vida Sana Forti Defense 450gr","CAT CHOW ADULTO 450G SALMON VIDA SANA","21061","7702521100605","7702521100605","UND","UND",1.000000,9,9,21,0,9,13809.52,14500.00,14500.00,"Lista 1: 14500.00000000",192.168.0.231,ACTUALIZAR_STOCK_PRECIO
2998,"Chunky Gatos Adultos Salmón y Cordero 1500gr","CHUNKY CAT ADULTO 1.5KL SALMON CORDERO","21759","7707205157005","7707205157005","UND","UND",1.000000,5,5,5,0,5,23904.76,25100.00,25100.00,"Lista 1: 25100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
2999,"Chunky Adultos Pollo 1.500gr","CHUNKY ADULTO 1.5KL POLLO GATO","23216","7707205154974","7707205154974","UND","UND",1.000000,5,5,5,0,5,23190.48,24350.00,24350.00,"Lista 1: 24350.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3000,"Chunky Delicaprichos Nuggets Salmón 75gr","CHUNKY DELICAPRICHOS 75G GATO SALMON","22823","7707205153939","7707205153939","PAQ","PAQ",1.000000,12,12,12,0,12,3523.81,3700.00,3700.00,"Lista 1: 3700.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3001,"Chunky Delicat Trozos de Pollo 80gr","CHUNKY DELICAT 80G TROZOS DE POLLO HUMEDO","23217","7707205153489","7707205153489","UND","UND",1.000000,16,16,16,0,16,2571.43,2700.00,2700.00,"Lista 1: 2700.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3002,"Chunky Delicat Trozos de Pavo 80gr","CHUNKY DELICAT 80G TROZOS DE PAVO HUMEDO","20881","7707205153472","7707205153472","UND","UND",1.000000,38,38,38,0,38,2476.19,2600.00,2600.00,"Lista 1: 2600.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3003,"Chunky Delicat Trozos de Salmón 80gr","","20846","7707205153496","20846","","",1.000000,SIN_MATCH,SIN_MATCH,4,0,SIN_MATCH,9047.62,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
3006,"Chunky Delicat Sabor a Pollo 156gr","CHUNKY DELICAT 156G POLLO","23305","7707205150860","7707205150860","UND","UND",1.000000,3,3,3,0,3,5904.76,6200.00,6200.00,"Lista 1: 6200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3007,"Don Kat Adultos 500gr","DON KAT ADULTO 500G","17569","7702084057156","7702084057156","UND","UND",1.000000,155,155,155,0,155,6000.00,6300.00,6300.00,"Lista 1: 6300.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3008,"Don Kat Gaticos 500gr","DON KAT BEBE 500G","17570","7702084057125","7702084057125","UND","UND",1.000000,86,86,86,0,86,6380.95,6700.00,6700.00,"Lista 1: 6700.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3009,"Don Kat Gaticos 1000gr","DON KAT BEBE 1KL","23463","7702084057132","7702084057132","UND","UND",1.000000,39,39,39,0,39,12571.43,13200.00,13200.00,"Lista 1: 13200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3010,"Félix Adultos Atún 85gr","","23293","7891000120774","23293","","",1.000000,SIN_MATCH,SIN_MATCH,44,0,SIN_MATCH,3047.62,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
3011,"Félix Adultos Carne 85gr","","23292","7891000241066","23292","","",1.000000,SIN_MATCH,SIN_MATCH,76,0,SIN_MATCH,3047.62,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
3012,"Félix Adultos Surtido 4 Und 85gr c/u","FELIX 85GR PACK SDTO AD P5LL6","20217","7702521508036","20217","OFE","OFE",1.000000,0,0,0,0,0,14285.71,15000.00,15000.00,"Lista 1: 15000.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3013,"Félix Adultos Pavo 85gr","FELIX 85GR PAVO AD POUCH","19454","7891000241196","19454","UND","UND",1.000000,0,0,0,0,0,2857.14,3000.00,3000.00,"Lista 1: 3000.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3014,"Félix Adultos Salmón 85gr","","22731","7891000241080","22731","","",1.000000,SIN_MATCH,SIN_MATCH,92,0,SIN_MATCH,3047.62,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
3016,"Gatsy Carne x500GR","","23287","7702521102890","23287","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,5333.33,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
3017,"Gatsy Pescado, Arroz y Espinaca 1500gr","GATSY ADULTO 1.5KL SALMON","21062","7702521004163","7702521004163","UND","UND",1.000000,18,18,18,0,18,19000.00,19950.00,19950.00,"Lista 1: 19950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3021,"Whiskas Atún Adultos 85gr","WHISKAS 85G AD ATUN SALSA","21912","7896029046567","21912","UND","UND",1.000000,37,37,37,0,37,3047.62,3200.00,3200.00,"Lista 1: 3200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3022,"Whiskas Salmón Adultos 85gr","","18672","7896029046296","18672","","",1.000000,SIN_MATCH,SIN_MATCH,8,0,SIN_MATCH,3047.62,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
3023,"Whiskas Carne 2-12 meses 85gr","","18670","7896029047101","18670","","",1.000000,SIN_MATCH,SIN_MATCH,17,0,SIN_MATCH,2952.38,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
3024,"Galletas Para Gato Canamor 75gr","CANAMOR GALLETA 75G GATO","18717","7702487003279","7702487003279","UND","UND",1.000000,0,0,0,0,0,6761.90,7100.00,7100.00,"Lista 1: 7100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3025,"Coquitos Naturales Canamor 12 Und","CANAMOR COQUITOS NATURALES 12U","19532","7702487000452","7702487000452","UND","UND",1.000000,0,0,0,0,0,5126.05,6100.00,6100.00,"Lista 1: 6100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3027,"Bocaditos Canamor 200gr","CANAMOR BOCADITOS 200G","18715","7702487006706","7702487006706","UND","UND",1.000000,0,0,0,0,0,8761.90,9200.00,9200.00,"Lista 1: 9200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3029,"Hueso Natural Canamor 3 Pulgadas 1 Und","CANAMOR HUESO 3PULG","20175","7702487000018","7702487000018","UND","UND",1.000000,0,0,0,0,0,7478.99,8900.00,8900.00,"Lista 1: 8900.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3030,"Hueso Natural Canamor 5 Pulgadas 1 Und","CANAMOR HUESO 5PULG","20174","7702487000032","7702487000032","UND","UND",1.000000,0,0,0,0,0,9915.97,11800.00,11800.00,"Lista 1: 11800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3031,"Cabanos Conamor 10 Und","CANAMOR CABANOS 10U","18712","7702487300491","7702487300491","UND","UND",1.000000,0,0,0,0,0,7647.06,9100.00,9100.00,"Lista 1: 9100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3045,"Bolsa Para Desechos Mascotas","BOLSA IMPERSA MASCOTIN 30U","21394","7707299322143","7707299322143","PAQ","PAQ",1.000000,0,0,0,0,0,3067.23,3650.00,3650.00,"Lista 1: 3650.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3046,"Comedero Doble Para Mascotas","PLATO 25CM CIRCULAR GRANDE BLANCO","23473","6901936435017","6901936435017","UND","UND",1.000000,0,0,0,0,0,6890.76,8200.00,8200.00,"Lista 1: 8200.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3050,"Arena King Cat X4.5kg  Lavanda","","23452","7709465690001","23452","","",1.000000,SIN_MATCH,SIN_MATCH,5,0,SIN_MATCH,10915.97,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
3054,"Trincehs Elma Mazroca X8u / 12x23cm","TRINCHERO EL MAYORISTA 12X23CM MAZORCA","23206","6909343380173","6909343380173","UND","UND",1.000000,0,0,0,0,0,15042.02,17900.00,17900.00,"Lista 1: 17900.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3055,"Copa Cristal Aragón 1 Und","COPA CRISTAR RF-5436 ARAGON LISO 1U","21682","7702147235712","7702147235712","UND","UND",1.000000,1,1,1,0,1,3781.51,4500.00,4500.00,"Lista 1: 4500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3057,"Copas Cristar Aragón Champagne 4 Und","","23467","7702147254164","23467","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,15882.35,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
3058,"Juego Hermético Decorado 4Und","JUEGO HERMETICO EL MAYORISTA DECORADO RF1058","18022","7703036010588","7703036010588","UND","UND",1.000000,0,0,0,0,0,21260.50,25300.00,25300.00,"Lista 1: 25300.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3061,"Táper Rectangular Hermético Persal N°3 Capacidad 800ml","TAPER PERSAL CUADRADO 800ML REFRACTARIO HERMETICO","21701","7704561413806","7704561413806","UND","UND",1.000000,2,2,2,0,2,20000.00,23800.00,23800.00,"Lista 1: 23800.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3062,"Táper Rectangular Hermético Persal N°2 Capacidad 630ml","TAPER PERSAL RECTANGULAR 630ML REFRACTARIO HERMETICO","21702","7704561413813","7704561413813","UND","UND",1.000000,0,0,0,0,0,18571.43,22100.00,22100.00,"Lista 1: 22100.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3063,"Táper Rectangular Hermético Persal Capacidad 1040ml","TAPER PERSAL RECTANGULAR #3 41382 1040ML REFRACTARIO","22248","7704561413820","7704561413820","UND","UND",1.000000,1,1,1,0,1,26008.40,30950.00,30950.00,"Lista 1: 30950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3065,"Vaso Cristar 0919 X6u","VASO CRISTAR RF-0919 12OZ VASO LATA 6U","22955","7702147276975","7702147276975","UND","UND",1.000000,0,0,0,0,0,14201.68,16900.00,16900.00,"Lista 1: 16900.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3066,"Vaso Cristal Rombos Rocks X6Und","","22953","7702147276999","22953","","",1.000000,SIN_MATCH,SIN_MATCH,0,0,SIN_MATCH,16798.32,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
3075,"Set Pocillos Té Corona Alice 4 Unidades","SET CORONA TE FIESTA 4U POCIL 201.4","23506","7702484274009","23506","UND","UND",1.000000,0,0,0,0,0,19747.90,23500.00,23500.00,"Lista 1: 23500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3081,"Vajilla Corona Sakura 4 Puestos 16 Und","","15096","7702484216061","15096","","",1.000000,SIN_MATCH,SIN_MATCH,1,0,SIN_MATCH,84789.92,SIN_PRECIO,SIN_PRECIO,"",192.168.0.231,PRODUCTO PARA CREAR
3084,"Caldero Imusa Aluminio Fundido 20cm","CALDERO IMUSA  AF 20CM 2L REF 80412","17990","7702073804129","7702073804129","UND","UND",1.000000,3,3,3,0,3,47478.99,56500.00,56500.00,"Lista 1: 56500.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3085,"Caldero Imusa Aluminio Fundido 22cm","CALDERO IMUSA 22CM ALUMINIO FUNDIDO","18026","7702073804136","7702073804136","UND","UND",1.000000,0,0,0,0,0,52058.82,61950.00,61950.00,"Lista 1: 61950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3086,"Caldero Imusa Aluminio Fundido X24cm","CALDERO IMUSA 24CM ALUMINIO FUNDIDO","21670","7702073804242","7702073804242","UND","UND",1.000000,0,0,0,0,0,59655.46,70990.00,70990.00,"Lista 1: 70990.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3095,"Chocolatera Ilko con Tapa 2000ml","CHOCOLATERA ILKO 2LT CON TAPA","18875","7703147238758","7703147238758","UND","UND",1.000000,0,0,0,0,0,28571.43,34000.00,34000.00,"Lista 1: 34000.00000000",192.168.0.231,ACTUALIZAR_PRECIO
3097,"Chocolatera Imusa 3000ml","CHOCOLATERA IMUSA 14CM 3.1LT ALUMINIO RF-0024300","20028","7702073002433","7702073002433","UND","UND",1.000000,8,8,8,0,8,39453.78,46950.00,46950.00,"Lista 1: 46950.00000000",192.168.0.231,ACTUALIZAR_PRECIO
